Time,Temperature (°C),Humidity (%)
2024-01-24 19:00:00,14.9,34.2
2024-01-24 19:01:00,15.0,34.6
2024-01-24 19:02:00,14.9,34.9
2024-01-24 19:03:00,14.9,34.9
2024-01-24 19:04:00,15.0,34.9
2024-01-24 19:05:00,15.0,35.2
2024-01-24 19:06:00,14.9,35.2
2024-01-24 19:07:00,15.0,35.5
2024-01-24 19:08:00,15.0,35.5
2024-01-24 19:09:00,15.0,35.7
2024-01-24 19:10:00,14.8,35.7
2024-01-24 19:11:00,14.9,35.8
2024-01-24 19:12:00,14.9,36.1
2024-01-24 19:13:00,15.0,36.3
2024-01-24 19:14:00,14.9,36.4
2024-01-24 19:15:00,14.9,36.4
2024-01-24 19:16:00,14.9,36.5
2024-01-24 19:17:00,14.8,36.5
2024-01-24 19:18:00,14.9,36.7
2024-01-24 19:19:00,14.8,36.9
2024-01-24 19:20:00,14.8,37.2
2024-01-24 19:21:00,14.8,37.1
2024-01-24 19:22:00,14.8,37.3
2024-01-24 19:23:00,14.7,37.4
2024-01-24 19:24:00,14.6,37.6
2024-01-24 19:25:00,14.6,37.5
2024-01-24 19:26:00,14.7,37.6
2024-01-24 19:27:00,14.8,38.0
2024-01-24 19:28:00,14.8,38.1
2024-01-24 19:29:00,14.7,38.0
2024-01-24 19:30:00,14.8,38.2
2024-01-24 19:31:00,15.1,38.2
2024-01-24 19:32:00,14.7,38.4
2024-01-24 19:33:00,14.6,38.5
2024-01-24 19:34:00,14.7,38.7
2024-01-24 19:35:00,14.9,38.5
2024-01-24 19:36:00,14.6,38.8
2024-01-24 19:37:00,14.6,39.0
2024-01-24 19:38:00,14.8,39.0
2024-01-24 19:39:00,14.6,39.2
2024-01-24 19:40:00,14.6,39.1
2024-01-24 19:41:00,14.5,39.3
2024-01-24 19:42:00,14.7,39.4
2024-01-24 19:43:00,14.7,39.5
2024-01-24 19:44:00,14.7,39.7
2024-01-24 19:45:00,14.7,39.6
2024-01-24 19:46:00,14.5,39.7
2024-01-24 19:47:00,14.7,39.8
2024-01-24 19:48:00,14.6,40.1
2024-01-24 19:49:00,14.7,40.2
2024-01-24 19:50:00,14.7,40.2
2024-01-24 19:51:00,14.6,40.3
2024-01-24 19:52:00,14.6,40.4
2024-01-24 19:53:00,14.6,40.4
2024-01-24 19:54:00,14.6,40.5
2024-01-24 19:55:00,14.5,40.6
2024-01-24 19:56:00,14.6,40.8
2024-01-24 19:57:00,14.6,40.8
2024-01-24 19:58:00,14.4,40.8
2024-01-24 19:59:00,14.5,41.0
2024-01-24 20:00:00,14.8,41.1
2024-01-24 20:01:00,14.5,41.2
2024-01-24 20:02:00,14.7,41.0
2024-01-24 20:03:00,14.5,41.4
2024-01-24 20:04:00,14.5,41.5
2024-01-24 20:05:00,14.4,41.4
2024-01-24 20:06:00,14.5,41.6
2024-01-24 20:07:00,14.6,41.7
2024-01-24 20:08:00,14.5,41.7
2024-01-24 20:09:00,14.7,41.8
2024-01-24 20:10:00,14.4,41.8
2024-01-24 20:11:00,14.5,42.0
2024-01-24 20:12:00,14.5,41.9
2024-01-24 20:13:00,14.5,42.0
2024-01-24 20:14:00,14.4,42.2
2024-01-24 20:15:00,14.5,42.2
2024-01-24 20:16:00,14.3,42.3
2024-01-24 20:17:00,14.6,42.3
2024-01-24 20:18:00,14.4,42.4
2024-01-24 20:19:00,14.3,42.5
2024-01-24 20:20:00,14.6,42.6
2024-01-24 20:21:00,14.4,42.6
2024-01-24 20:22:00,14.4,42.7
2024-01-24 20:23:00,14.3,42.8
2024-01-24 20:24:00,14.6,42.8
2024-01-24 20:25:00,14.4,42.9
2024-01-24 20:26:00,14.4,42.9
2024-01-24 20:27:00,14.3,43.0
2024-01-24 20:28:00,14.3,43.1
2024-01-24 20:29:00,14.3,43.1
2024-01-24 20:30:00,14.3,43.3
2024-01-24 20:31:00,14.4,43.2
2024-01-24 20:32:00,14.5,43.3
2024-01-24 20:33:00,14.6,43.4
2024-01-24 20:34:00,14.3,43.5
2024-01-24 20:35:00,14.5,43.5
2024-01-24 20:36:00,14.5,43.7
2024-01-24 20:37:00,14.4,43.7
2024-01-24 20:38:00,14.5,43.8
2024-01-24 20:39:00,14.4,43.7
2024-01-24 20:40:00,14.3,43.8
2024-01-24 20:41:00,14.4,43.9
2024-01-24 20:42:00,14.5,43.9
2024-01-24 20:43:00,14.1,43.9
2024-01-24 20:44:00,14.3,44.0
2024-01-24 20:45:00,14.5,44.1
2024-01-24 20:46:00,14.3,44.2
2024-01-24 20:47:00,14.4,44.2
2024-01-24 20:48:00,14.2,44.2
2024-01-24 20:49:00,14.3,44.2
2024-01-24 20:50:00,14.2,44.4
2024-01-24 20:51:00,14.2,44.3
2024-01-24 20:52:00,14.3,44.5
2024-01-24 20:53:00,14.3,44.5
2024-01-24 20:54:00,14.4,44.5
2024-01-24 20:55:00,14.3,44.6
2024-01-24 20:56:00,14.2,44.7
2024-01-24 20:57:00,14.2,44.6
2024-01-24 20:58:00,14.3,44.8
2024-01-24 20:59:00,14.2,44.9
2024-01-24 21:00:00,14.2,44.8
2024-01-24 21:01:00,14.1,44.8
2024-01-24 21:02:00,14.3,45.0
2024-01-24 21:03:00,14.4,44.9
2024-01-24 21:04:00,14.1,45.1
2024-01-24 21:05:00,14.5,45.1
2024-01-24 21:06:00,14.3,45.2
2024-01-24 21:07:00,14.3,45.1
2024-01-24 21:08:00,14.2,45.2
